ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
2019-02-28 18:47:10.391602944,CjYiqY1jseecLWPBKd,192.168.1.200,49770.0,221.227.251.214,23.0,tcp,-,3.15245,0,0,S0,-,-,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan
2018-12-21 13:23:42.891664896,CgzgTt3Spryid0iT98,192.168.1.198,36097.0,105.215.138.187,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
2018-09-06 09:50:49.886372096,Crniix3LXM3VAU9iVk,192.168.100.111,17576.0,51.235.38.126,8081.0,tcp,-,1e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
2019-01-10 18:27:44.886208000,CfKeq045sxTgJDi0R1,192.168.1.198,24360.0,156.44.203.115,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
2019-03-08 12:43:55.599594240,CgtdVuAY2Gg9wpk57,192.168.1.197,63420.0,123.27.118.54,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
2018-08-01 06:34:22.334355968,C5oeq21UKaaMnULz2h,192.168.100.113,46232.0,178.128.185.250,50.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,60.0,0.0,0.0,C&C
2018-07-25 13:38:09.006239232,CKwg3I1LOucmxhY8z4,192.168.100.111,44762.0,201.188.178.218,23.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2018-12-20 20:24:07.984337920,CGctsBC7adnMddk0e,192.168.1.197,44002.0,156.82.88.36,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2018-12-21 15:08:41.623574016,C4foN9fioDzbO8R0g,192.168.1.196,39790.0,212.90.119.214,23.0,tcp,-,3.138465,0,0,S0,-,-,0.0,S,3.0,180.0,0.0,0.0,Benign
2019-01-10 18:27:53.243923968,CocXXl3vycX4rvzQu2,192.168.1.198,53994.0,91.205.177.215,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2019-09-20 22:23:43.943368960,CrmPkd42oxb3wZUTyk,192.168.1.195,2494.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
2018-07-20 16:00:02.875094016,C9lPAM20r7acJFmUv2,192.168.100.108,5526.0,201.99.139.75,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
2019-01-10 18:28:06.829902848,C2bmwHAv6MJyNE21a,192.168.1.198,53994.0,185.138.216.14,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2018-09-06 09:45:08.171225088,CosReG1LPb9UwGHetf,192.168.100.111,18344.0,156.32.207.207,52869.0,tcp,-,1e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,DDoS
2018-12-20 20:13:11.544073984,CXmnfUQDBaSCBtRk7,192.168.1.197,38114.0,196.144.30.33,8081.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2018-07-20 15:47:00.398888192,COcmpA4UKi26Icj3a9,192.168.100.108,5526.0,108.208.189.168,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
2018-12-21 12:45:33.819976192,CttaG839v0CcvFhTbk,192.168.1.198,36097.0,9.92.11.167,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
2018-12-20 20:24:58.388099840,C5guL54V6ADIxZIT73,192.168.1.197,38370.0,41.140.47.124,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
2018-12-20 20:22:38.798455040,CktSqM37ofU27TApwc,192.168.1.197,43746.0,212.92.181.215,80.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2019-03-08 12:44:16.099307008,CwMWbIOMmbyFwpojl,192.168.1.197,63420.0,146.209.237.104,23.0,tcp,-,6e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
2019-03-08 12:38:38.540539136,CxEwZh1ZGzTPCEfyK7,192.168.1.197,63420.0,192.204.147.40,23.0,tcp,-,0.000234,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
2019-02-28 18:44:38.516750080,CYYF5i2dUqu7ot3fCc,192.168.1.200,48346.0,129.97.168.103,23.0,tcp,-,3.113716,0,0,S0,-,-,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan
2019-09-20 22:23:45.433609984,Caxk8V1LDFBbej7aYd,192.168.1.195,26051.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
2019-03-08 12:43:37.154962944,C9GavN2XgdRNPi4dr7,192.168.1.197,63420.0,1.230.138.166,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
2019-01-09 20:35:24.740894976,CHRJ3H11MYUUhKAyGe,192.168.1.194,50368.0,200.156.134.83,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2019-01-09 20:36:32.973255168,CcH8xwIFsUSpi7Vq1,192.168.1.194,46788.0,180.207.185.101,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2019-02-28 20:20:22.364457984,Cz3gz14tqeI72EHy4j,192.168.1.193,24159.0,217.191.73.214,8081.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
2019-01-10 18:27:58.470696192,CxJJcEw0gYRGr71p2,192.168.1.198,22568.0,185.132.103.157,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2019-03-08 12:46:33.089400064,CEoT6b3NB8CjtprJ7k,192.168.1.197,63420.0,145.213.99.124,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
2018-09-06 09:49:28.842753792,CnSQaW3n18zBgUN1k4,192.168.100.111,18088.0,212.254.227.144,80.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
2018-12-20 20:25:57.679784960,CpEXKr3dvbzxMG1gjc,192.168.1.197,38114.0,83.131.250.157,8081.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2018-09-06 09:50:30.701595904,CiXfnH2vNE6p6Truzk,192.168.100.111,18344.0,156.253.81.192,52869.0,tcp,-,1e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,DDoS
2019-01-10 18:27:49.035821312,CjBuI4CD3d5AMbsG6,192.168.1.198,53994.0,45.88.131.229,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2019-09-20 22:23:50.536003840,C9MYR5a3MSR701SAg,192.168.1.195,50554.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
2019-01-10 18:27:56.404380160,CMQ6hDrjzuRw4FNU4,192.168.1.198,11315.0,45.37.226.53,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2018-12-21 12:52:45.565084928,CAqoqb2fyYe01ZD2Nh,192.168.1.198,36097.0,198.174.247.123,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
2018-09-06 09:48:13.151348224,CSa2nLmpwhrL6kxFg,192.168.100.111,17576.0,156.15.170.29,8081.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
2019-02-28 18:29:21.258692864,CmnhHAgoRYjm41fqg,192.168.1.200,41300.0,138.102.183.104,23.0,tcp,-,3.0875060000000003,0,0,S0,-,-,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan
2018-12-21 16:04:36.059161856,ChFoFY1ltGPqYOrAE9,192.168.1.196,47822.0,34.43.169.46,23.0,tcp,-,3.101736,0,0,S0,-,-,0.0,S,3.0,180.0,0.0,0.0,Benign
2018-07-25 14:00:32.005136128,Cp2mN2acMvvExbVql,192.168.100.111,15499.0,13.121.18.87,81.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2019-01-10 18:27:33.256827904,CNgN6usWG8FVc3hqk,192.168.1.198,53994.0,45.95.119.63,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2019-02-28 19:01:36.177385984,CjTtkc40OAB0U6EZ9e,192.168.1.200,60358.0,190.185.222.208,23.0,tcp,-,3.124721,0,0,S0,-,-,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan
2018-12-21 16:08:10.586131968,CWWzs92wPYss2NRzgb,192.168.1.196,34516.0,135.28.34.141,23.0,tcp,-,3.134497,0,0,S0,-,-,0.0,S,3.0,180.0,0.0,0.0,Benign
2019-02-28 20:02:15.462991872,CWjlNY3lxi3c02ucf3,192.168.1.193,24159.0,217.88.74.148,8081.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
2018-12-21 14:54:09.115823104,CFaPJ82TsILGLQV0W,192.168.1.196,44220.0,78.141.131.177,23.0,tcp,-,3.085536,0,0,S0,-,-,0.0,S,3.0,180.0,0.0,0.0,Benign
2018-12-21 15:38:18.204657920,ChLJwi1WtailOnHEE2,192.168.1.196,58816.0,109.92.149.198,23.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,60.0,0.0,0.0,Benign
2019-02-28 18:42:52.366042880,Cf1eY13T31a3uYcEa,192.168.1.200,33942.0,137.152.118.87,23.0,tcp,-,3.098487,0,0,S0,-,-,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan
2019-02-28 20:12:04.173195008,ClI4wR1Vd87lfmA7qd,192.168.1.193,24159.0,197.219.212.215,8081.0,tcp,-,0.00025499999999999996,0,0,S0,-,-,0.0,S,4.0,160.0,0.0,0.0,PartOfAHorizontalPortScan
2018-12-21 12:42:12.842850816,CSWi99zpmYZDCsZmg,192.168.1.198,36097.0,166.133.166.162,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
2018-07-20 16:30:06.334594048,CDEmxa1BSkFix5w4re,192.168.100.108,5526.0,213.145.117.85,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
2018-12-21 15:19:07.027212032,CmRB7I1nfL9RBXOyS6,192.168.1.196,58224.0,185.62.70.78,23.0,tcp,-,3.095503,0,0,S0,-,-,0.0,S,3.0,180.0,0.0,0.0,Benign
2018-07-20 16:01:39.525270016,CPOzKPrO660P25Xwg,192.168.100.108,5526.0,2.204.210.162,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
2018-09-06 09:49:58.498264064,CxFIHl2EYSbPQjJNNa,192.168.100.111,17832.0,156.31.133.245,37215.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,Okiru
2018-07-25 13:40:21.006607104,CiZQjr2XVmLFQ00sv8,192.168.100.111,48606.0,157.131.65.179,81.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2019-02-28 18:37:54.670528000,Cyuh992MTPpwJQVzp7,192.168.1.200,46454.0,135.180.152.190,23.0,tcp,-,1e-06,0,0,S0,-,-,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan
2018-12-21 12:37:37.326145024,CEpZlS1ac1GVD2CS4d,192.168.1.198,36097.0,151.117.43.251,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
2019-02-28 20:21:55.398243840,C7r70f2iQuQ5XAKLhl,192.168.1.193,30535.0,197.200.96.180,8081.0,tcp,-,0.00025299999999999997,0,0,S0,-,-,0.0,S,4.0,160.0,0.0,0.0,PartOfAHorizontalPortScan
2019-03-08 12:42:27.452852992,CCXDjP1gb563d9XeWe,192.168.1.197,63420.0,155.172.14.107,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
2019-01-09 20:34:08.387922176,CkFCmBmv2PH3VXpse,192.168.1.194,54555.0,40.218.232.57,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2018-09-06 09:55:34.039378944,CMx5Mm1ij2jZc3QNb,192.168.100.111,17576.0,39.231.222.68,8081.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
2019-01-10 18:27:27.935360000,CkJdfs1QBEbG5lTSee,192.168.1.198,53994.0,45.144.18.94,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2019-03-08 12:33:29.133551872,CRUNOa4Z427Xn5DQ5d,192.168.1.197,63420.0,147.165.0.172,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
2019-01-09 20:35:33.317760000,CBppGM3znMDmSSFCA,192.168.1.194,42642.0,20.64.42.15,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2018-09-06 09:50:23.779049984,CvTUaZ33UbIbcbQ6pf,192.168.100.111,17832.0,41.10.92.156,37215.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,Okiru
2018-07-25 14:07:24.002816000,C4cnIC3h8AZ9jUIUdj,192.168.100.111,24987.0,25.122.226.117,81.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2018-07-25 13:43:47.005865984,CEPW9C1UeeiIQDBorj,192.168.100.111,25376.0,145.114.10.107,23.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2019-02-28 18:58:03.308686848,CiTPQg1XOZOkWf3lLb,192.168.1.200,49970.0,164.91.76.190,23.0,tcp,-,3.11375,0,0,S0,-,-,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan
2018-12-21 12:51:22.336803072,C3mH8F1p9UvCIDgjej,192.168.1.198,36097.0,39.19.95.175,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
2019-02-28 19:55:55.854115072,CXjYSq1kYRVwhxrFZb,192.168.1.193,24159.0,197.242.205.245,8081.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
2019-01-09 20:34:13.360333824,Cgpaly2k5Gr6MB7vBa,192.168.1.194,42868.0,94.92.9.36,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2018-07-20 16:05:52.037611008,Cu8Iv84atGCAg1wJd5,192.168.100.108,5526.0,65.38.24.9,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
2018-12-21 12:56:31.140978176,CHqRdZ2nTyv7OFBuKg,192.168.1.198,36097.0,20.248.156.21,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
2019-01-10 18:27:39.543488000,Co2rMC2G8GeJ6et3gj,192.168.1.198,11315.0,91.136.42.222,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2018-07-25 14:21:59.005248000,CMEUUQ2RBDJpONkAgj,192.168.100.111,55344.0,147.32.95.236,23.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2018-07-20 16:07:56.753528064,CuYW0k1sycGpxYxgFj,192.168.100.108,5526.0,109.51.197.142,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
2018-12-20 20:23:58.847553024,CddKuZ17UN1mZB9jBl,192.168.1.197,44002.0,197.101.169.86,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2018-12-21 14:53:45.402594816,CKnBZG17ZMJhjADDP8,192.168.1.196,41176.0,33.116.32.115,23.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,60.0,0.0,0.0,Benign
2018-12-21 12:57:14.790599168,CI9EmN1CzKEnIWiRuk,192.168.1.198,36097.0,43.49.129.207,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
2018-12-21 15:19:37.231239936,CbgMzmbgrN4nxJ4Hd,192.168.1.196,47898.0,174.136.141.125,23.0,tcp,-,3.131478,0,0,S0,-,-,0.0,S,3.0,180.0,0.0,0.0,Benign
2018-09-06 09:51:23.446899968,Clv5UI3zRk00glAjzb,192.168.100.111,17832.0,156.69.55.140,37215.0,tcp,-,6e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,Okiru
2019-01-10 18:27:23.763240192,COw7GUVhGkkgbs52a,192.168.1.198,53994.0,185.208.45.159,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
2019-03-08 12:39:02.339956992,Crq8GC1AWpBqUtowX7,192.168.1.197,63420.0,151.7.192.110,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
2019-09-20 22:23:30.507226112,CaJadE4PbTNVskxGt8,192.168.1.195,51958.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
2018-07-25 13:53:17.002582016,CjR2i51QG5igE1vYkb,192.168.100.111,51222.0,148.14.34.179,81.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
